"lineage","country_count"
"B.1.153","['(Thailand,1)', '(South Africa,2)', '(Austria,4)', '(United Kingdom,61)', '(Finland,1)', '(Germany,22)', '(Belgium,8)', '(Colombia,6)', '(Iceland,1)', '(Netherlands,2)', '(Italy,7)', '(Turkey,107)', '(North Macedonia,1)', '(Morocco,1)', '(Poland,1)', '(Ghana,1)', '(New Zealand,1)', '(Romania,2)', '(Uganda,1)', '(Canada,1)', '(Russia,1)', '(USA,16)', '(Brazil,2)', '(India,44)', '(Switzerland,7)', '(Taiwan,2)', '(Australia,5)', '(France,4)', '(Kenya,1)', '(Denmark,3)', '(Philippines,1)', '(Czech Republic,2)', '(Spain,6)', '(Portugal,1)', '(Greece,1)', '(Bangladesh,1)', '(Qatar,8)']"
"B.1.1.53","['(Qatar,1)', '(USA,1)', '(South Africa,29)', '(Spain,2)']"
"B.1.1.54","['(Poland,1)', '(Japan,1)', '(Belgium,1)', '(South Africa,239)', '(Russia,3)', '(USA,13)', '(Botswana,45)', '(United Kingdom,3)', '(Peru,1)', '(Philippines,1)']"
"B.1.1.55","['(United Kingdom,74)', '(Japan,2)']"
"B.1.1.56","['(South Africa,26)', '(India,1)']"
"B.1.157","['(Canada,2)', '(Belgium,2)', '(Luxembourg,1)', '(USA,4)', '(Colombia,1)', '(Spain,72)', '(United Kingdom,116)', '(Netherlands,2)', '(Australia,2)']"
"B.1.1.57","['(Zimbabwe,4)', '(India,3)', '(USA,1)', '(Indonesia,1)', '(Japan,1)', '(South Africa,54)', '(Russia,3)']"
"B.1.158","['(Finland,18)']"
"B.1.1.58","['(USA,5)', '(Sweden,2)', '(Slovenia,23)', '(Italy,1)', '(Germany,59)', '(Switzerland,25)', '(North Macedonia,10)', '(Denmark,6)', '(Norway,3)', '(United Kingdom,6)']"
"B.1.159","['(Canada,2)', '(Vietnam,1)', '(Qatar,2)', '(Democratic Republic of the Congo,3)', '(New Zealand,1)', '(Germany,9)', '(France,44)', '(Netherlands,1)', '(Bangladesh,3)']"
"B.1.1.59","['(USA,1)', '(United Kingdom,151)', '(Bangladesh,1)']"
"B.1.160","['(Denmark,3771)', '(Montenegro,1)', '(Bulgaria,54)', '(Taiwan,1)', '(Israel,25)', '(Curacao,1)', '(French Polynesia,11)', '(Croatia,36)', '(Barbados,1)', '(Morocco,5)', '(Serbia,9)', '(Namibia,1)', '(South Africa,7)', '(Japan,18)', '(Madagascar,2)', '(Estonia,4)', '(Netherlands,1065)', '(Bangladesh,1)', '(Mauritius,1)', '(North Macedonia,3)', '(Belgium,1070)', '(Angola,3)', '(Bermuda,8)', '(Spain,300)', '(Finland,200)', '(Mexico,1)', '(Slovakia,56)', '(Mozambique,2)', '(Czech Republic,29)', '(Qatar,1)', '(Luxembourg,1343)', '(Mayotte,64)', '(Germany,1890)', '(Norway,140)', '(Australia,21)', '(Guadeloupe,22)', '(Senegal,1)', '(Tunisia,28)', '(Canada,1082)', '(Romania,1)', '(Thailand,7)', '(Greece,25)', '(Sweden,1154)', '(Switzerland,2639)', '(Singapore,5)', '(French Guiana,14)', '(Cambodia,4)', '(United Arab Emirates,6)', '(Austria,357)', '(Portugal,289)', '(India,7)', '(Turkey,74)', '(Hong Kong,12)', '(Gibraltar,12)', '(Hungary,200)', '(Iceland,34)', '(Monaco,2)', '(Malta,14)', '(Martinique,2)', '(United Kingdom,2049)', '(Italy,661)', '(Slovenia,204)', '(Bosnia and Herzegovina,4)', '(USA,60)', '(Ireland,16)', '(New Zealand,5)', '(Albania,1)', '(South Korea,14)', '(Poland,40)', '(Latvia,2)', '(France,3899)', '(Cameroon,2)', '(Philippines,1)', '(Reunion,55)']"
"B.1.160.10","['(France,1)', '(United Kingdom,3)', '(Switzerland,118)']"
"B.1.160.11","['(Germany,1)', '(Switzerland,172)']"
"B.1.160.12","['(Switzerland,153)', '(Germany,1)', '(United Kingdom,1)']"
"B.1.160.13","['(Germany,7)', '(Hong Kong,1)', '(Netherlands,27)']"
"B.1.160.14","['(Switzerland,457)', '(Austria,1)', '(France,8)', '(Finland,1)', '(Germany,4)', '(USA,1)', '(Portugal,2)', '(Spain,4)', '(Sweden,1)']"
"B.1.160.15","['(Switzerland,181)', '(Turkey,1)', '(Luxembourg,1)', '(Germany,10)', '(Canada,2)', '(Netherlands,2)', '(Italy,1)', '(France,4)']"
"B.1.160.16","['(Portugal,9)', '(North Macedonia,1)', '(Netherlands,1)', '(USA,6)', '(Luxembourg,1)', '(Switzerland,904)', '(Germany,10)', '(Spain,2)', '(Thailand,2)', '(Denmark,1)', '(France,4)', '(Austria,2)']"
"B.1.160.17","['(Denmark,566)']"
"B.1.160.18","['(Mayotte,95)', '(Reunion,38)', '(France,1)']"
"B.1.160.19","['(Switzerland,25)']"
"B.1.160.20","['(Qatar,2)', '(Switzerland,119)', '(Germany,4)', '(USA,2)', '(Belgium,2)', '(France,2)', '(Slovenia,1)']"
"B.1.160.21","['(Luxembourg,43)', '(Canada,1)', '(Portugal,2)']"
"B.1.160.22","['(Austria,10)', '(France,2)', '(Germany,6)', '(Portugal,3)', '(Switzerland,125)']"
"B.1.160.23","['(USA,1)', '(United Kingdom,189)', '(Hungary,1)']"
"B.1.160.24","['(Denmark,212)', '(Sweden,10)']"
"B.1.160.25","['(France,10)', '(Brazil,3)', '(French Guiana,74)', '(Germany,2)']"
"B.1.160.26","['(United Kingdom,3)', '(Finland,1)', '(France,24)', '(Guadeloupe,1)', '(Austria,1)', '(Italy,1)', '(Belgium,4)', '(Luxembourg,9)', '(Portugal,14)', '(Germany,5)', '(Switzerland,341)']"
"B.1.160.27","['(Reunion,1)', '(Mayotte,65)']"
"B.1.160.28","['(Austria,3)', '(Gibraltar,10)', '(Belgium,132)', '(Spain,15)', '(Germany,70)', '(Netherlands,17)', '(Sweden,1)', '(Switzerland,6)', '(France,22)', '(Italy,4)', '(United Kingdom,18)', '(Luxembourg,58)']"
"B.1.160.29","['(Luxembourg,1)', '(France,17)', '(Portugal,15)', '(Netherlands,3)', '(Switzerland,195)']"
"B.1.160.30","['(USA,1)', '(France,1)', '(Sweden,1)', '(Poland,2)', '(Belgium,2)', '(United Kingdom,26)', '(Italy,1)', '(Spain,8)', '(Switzerland,242)', '(Germany,75)', '(New Zealand,2)']"
"B.1.160.31","['(Germany,12)', '(Spain,1)', '(Austria,3)', '(Switzerland,104)']"
"B.1.160.32","['(Spain,1)', '(France,2)', '(Croatia,1)', '(Sweden,1)', '(Switzerland,186)', '(Mexico,2)', '(Turkey,1)', '(Italy,1)', '(Slovenia,1)', '(Germany,14)']"
"B.1.160.33","['(Belgium,1)', '(United Kingdom,216)', '(France,7)']"
"B.1.160.7","['(Italy,1)', '(Denmark,1)', '(United Kingdom,431)', '(Gibraltar,1)']"
"B.1.160.8","['(Belgium,4)', '(France,26)', '(Iceland,1)', '(Germany,1)', '(Denmark,683)', '(Sweden,50)']"
"B.1.160.9","['(Switzerland,106)', '(France,9)', '(Belgium,21)', '(Portugal,1)', '(Canada,1)']"
"B.1.161","['(USA,49)']"
"B.1.1.61","['(Japan,3)', '(Italy,8)', '(Canada,1)', '(USA,89)']"
"B.1.162","['(Canada,6)', '(USA,182)']"
"B.1.1.62","['(South Africa,24)', '(Zambia,1)', '(Zimbabwe,1)']"
"B.1.163","['(USA,40)']"
"B.1.1.63","['(Canada,4)', '(New Zealand,3)', '(Singapore,4)', '(Australia,15)', '(Sweden,1)', '(Thailand,3)', '(Norway,1)', '(Philippines,988)', '(South Korea,8)', '(Iceland,1)', '(Malaysia,6)', '(United Kingdom,3)', '(Belgium,1)', '(USA,1)', '(Northern Mariana Islands,4)', '(Gibraltar,2)', '(Japan,43)', '(Denmark,1)', '(Mauritius,1)', '(Hong Kong,900)']"
"B.1.164","['(South Korea,1)', '(United Kingdom,2)', '(Japan,1)', '(Belarus,10)', '(Germany,3)', '(Australia,5)', '(Latvia,34)', '(Norway,4)', '(Poland,1)', '(Russia,1)']"
"B.1.165","['(United Kingdom,65)']"
"B.1.166","['(Uganda,1)', '(Denmark,1)', '(Canada,2)', '(Israel,1)', '(USA,117)']"
"B.1.167","['(USA,3)', '(Brazil,1)', '(United Kingdom,14)', '(Canada,110)']"
"B.1.1.67","['(Germany,1)', '(South Africa,4)', '(Japan,5)', '(France,1)', '(Latvia,12)', '(United Kingdom,212)', '(USA,3)']"
"B.1.168","['(United Kingdom,37)']"
"B.1.169","['(United Kingdom,1)', '(USA,67)']"
"B.1.1.7","['(Russia,229)', '(Poland,12421)', '(Gambia,53)', '(Lithuania,5888)', '(New Zealand,145)', '(Aruba,523)', '(Latvia,1204)', '(Switzerland,19104)', '(United Arab Emirates,21)', '(Monaco,1)', '(Mexico,482)', '(Hungary,29)', '(Kenya,72)', '(Saudi Arabia,1)', '(Chile,96)', '(Indonesia,29)', '(Mauritius,1)', '(Rwanda,3)', '(Denmark,46632)', '(Guam,23)', '(Sri Lanka,94)', '(Democratic Republic of the Congo,8)', '(Bulgaria,2426)', '(morocco,1)', '(Kuwait,1)', '(Republic of the Congo,2)', '(Vietnam,11)', '(Croatia,1287)', '(Italy,19401)', '(South Africa,38)', '(Saint Lucia,9)', '(Netherlands,21964)', '(Pakistan,105)', '(Romania,524)', '(Brazil,316)', '(French Guiana,37)', '(Trinidad and Tobago,7)', '(Bangladesh,76)', '(Singapore,182)', '(Malta,140)', '(Portugal,3948)', '(Nigeria,134)', '(Norway,6029)', '(Belgium,14621)', '(Gabon,30)', '(Malaysia,9)', '(Nepal,10)', '(Bonaire,157)', '(Kosovo,3)', '(Armenia,13)', '(Tunisia,3)', '(Jamaica,3)', '(Argentina,123)', '(Albania,28)', '(Israel,7577)', '(Greece,4911)', '(Curacao,303)', '(Barbados,3)', '(Ukraine,52)', '(Malawi,1)', '(Angola,12)', '(Sweden,41195)', '(Reunion,51)', '(Cyprus,31)', '(Togo,22)', '(South Korea,574)', '(Slovenia,5642)', '(Lebanon,16)', '(Iran,24)', '(Central African Republic,2)', '(Georgia,23)', '(North Macedonia,187)', '(Ethiopia,3)', '(Cameroon,12)', '(Montenegro,7)', '(Palestine,27)', '(Colombia,74)', '(Faroe Islands,2)', '(Finland,2646)', '(Senegal,19)', '(Australia,397)', '(Thailand,395)', '(Iceland,20)', '(Turkey,583)', '(United Kingdom,249827)', '(France,26260)', '(Suriname,7)', '(India,1165)', '(Peru,3)', '(Mayotte,1)', '(Costa Rica,56)', '(Japan,11675)', '(Bahrain,12)', '(Guadeloupe,26)', '(Bosnia and Herzegovina,30)', '(Paraguay,4)', '(Cambodia,240)', '(Iraq,45)', '(Germany,92167)', '(Ireland,11361)', '(Belarus,3)', '(Sint Maarten,111)', '(Uganda,12)', '(Cote d\'Ivoire,15)', '(Belize,2)', '(Martinique,10)', '(Oman,1)', '(Equatorial Guinea,1)', '(Morocco,99)', '(Philippines,621)', '(Dominican Republic,4)', '(Azerbaijan,3)', '(Spain,13396)', '(Luxembourg,3968)', '(Moldova,3)', '(Ghana,221)', '(Canada,6714)', '(Czech Republic,2684)', '(China,12)', '(Gibraltar,130)', '(USA,159022)', '(Guinea Bissau,33)', '(Jordan,59)', '(Burkina Faso,3)', '(Guinea,12)', '(Qatar,191)', '(Taiwan,11)', '(Guatemala,1)', '(Ecuador,79)', '(Liechtenstein,7)', '(Kazakhstan,96)', '(Serbia,23)', '(Hong Kong,72)', '(Estonia,1165)', '(Austria,2667)', '(Cayman Islands,4)', '(Slovakia,2691)', '(Egypt,16)']"
"B.1.170","['(Canada,3)', '(USA,21)', '(Nigeria,1)', '(Australia,2)', '(Qatar,2)', '(Switzerland,1)', '(Turkey,2)', '(Netherlands,1)', '(United Arab Emirates,6)', '(Germany,3)', '(France,9)', '(United Kingdom,3)', '(Italy,1)', '(Belgium,2)', '(New Zealand,2)', '(Spain,2)', '(Egypt,39)']"
"B.1.1.70","['(Switzerland,492)', '(Sweden,29)', '(France,1)', '(Singapore,1)', '(Kosovo,4)', '(Canada,1)', '(Ireland,4)', '(Slovenia,242)', '(Bosnia and Herzegovina,2)', '(Netherlands,11)', '(Croatia,16)', '(Montenegro,3)', '(Norway,24)', '(Hong Kong,1)', '(Germany,471)', '(Slovakia,4)', '(Spain,11)', '(North Macedonia,133)', '(Czech Republic,1)', '(Greece,5)', '(Denmark,642)', '(USA,16)', '(Italy,15)', '(Australia,6)', '(Hungary,20)', '(United Kingdom,140)', '(Portugal,7)', '(Belgium,30)', '(Iceland,11)', '(Israel,41)', '(Serbia,86)', '(Austria,83)', '(Brazil,1)', '(Luxembourg,18)', '(Kenya,1)', '(Latvia,3)']"
"B.1.1.71","['(Netherlands,51)', '(Belize,1)', '(Mexico,1)', '(Canada,2)', '(Austria,1)', '(Guatemala,1)', '(Italy,5)', '(Russia,3)', '(Brazil,1)', '(Germany,6)', '(Spain,1)', '(France,2)', '(USA,4)', '(Singapore,2)', '(United Arab Emirates,14)', '(United Kingdom,25)', '(Nigeria,1)', '(China,1)', '(Iceland,2)', '(Switzerland,3)', '(Australia,11)', '(Belgium,10)', '(Japan,1)', '(Luxembourg,1)', '(Latvia,1)']"
"B.1.1.72","['(USA,23)', '(Switzerland,6)']"
"B.1.173","['(Netherlands,1)', '(United Kingdom,36)']"
"B.1.1.74","['(Switzerland,1)', '(Russia,3)', '(Japan,2)', '(Ireland,4)', '(Germany,1)', '(Brazil,2)', '(United Kingdom,229)', '(Turkey,1)', '(India,1)', '(Namibia,2)', '(USA,7)', '(Ecuador,2)']"
"B.1.1.75","['(Qatar,41)', '(Netherlands,1)', '(Belgium,39)', '(Austria,1)', '(United Kingdom,1)', '(Australia,1)', '(New Zealand,3)', '(India,1)', '(Germany,1)', '(Democratic Republic of the Congo,1)', '(Sweden,6)']"
"B.1.177","['(Australia,21)', '(Equatorial Guinea,2)', '(Colombia,1)', '(Portugal,445)', '(France,965)', '(Ireland,145)', '(Iceland,85)', '(Morocco,6)', '(Hong Kong,20)', '(Russia,1)', '(Singapore,8)', '(North Macedonia,11)', '(South Africa,2)', '(Netherlands,1432)', '(Cameroon,1)', '(Egypt,1)', '(Gambia,1)', '(Japan,13)', '(Kosovo,2)', '(Kenya,3)', '(Romania,25)', '(Serbia,4)', '(USA,153)', '(Czech Republic,5)', '(Taiwan,1)', '(Slovakia,6)', '(Brazil,1)', '(China,1)', '(Ghana,2)', '(Croatia,69)', '(Germany,3337)', '(Rwanda,1)', '(Slovenia,50)', '(Switzerland,3020)', '(Tunisia,24)', '(Canada,22)', '(New Zealand,11)', '(Luxembourg,528)', '(Guadeloupe,3)', '(Aruba,2)', '(Cyprus,4)', '(Argentina,1)', '(Belgium,538)', '(United Kingdom,44163)', '(Ecuador,1)', '(Qatar,2)', '(Thailand,1)', '(Bangladesh,1)', '(Norway,209)', '(Peru,4)', '(Estonia,124)', '(Bermuda,3)', '(Indonesia,1)', '(Bolivia,1)', '(Spain,7757)', '(Lithuania,154)', '(Poland,100)', '(Turkey,36)', '(Nigeria,1)', '(Israel,47)', '(Gibraltar,408)', '(Philippines,19)', '(Reunion,155)', '(Italy,3345)', '(Mexico,1)', '(Senegal,1)', '(United Arab Emirates,23)', '(India,16)', '(Iraq,1)', '(Austria,78)', '(Greece,506)', '(Sweden,1380)', '(Vietnam,1)', '(Bonaire,1)', '(Finland,112)', '(Bulgaria,5)', '(Latvia,188)', '(South Korea,14)', '(French Guiana,4)', '(Mayotte,10)', '(Denmark,1225)']"
"B.1.1.77","['(Australia,1)', '(USA,23)']"
"B.1.177.10","['(Sweden,2)', '(France,3)', '(United Kingdom,949)', '(Spain,108)', '(Croatia,1)', '(Italy,46)', '(Belgium,8)', '(New Zealand,1)', '(Switzerland,8)', '(Netherlands,5)', '(Turkey,3)']"
"B.1.177.11","['(Denmark,1)', '(United Kingdom,562)', '(Singapore,1)', '(South Korea,3)', '(Poland,1)']"
"B.1.177.12","['(Italy,2)', '(Netherlands,1)', '(Israel,1)', '(Luxembourg,1)', '(Spain,5)', '(Finland,1)', '(Denmark,6521)', '(Portugal,1)', '(Norway,1)', '(Croatia,1)', '(United Kingdom,1)', '(Latvia,6)', '(Switzerland,3)', '(Iceland,3)', '(Sweden,1)']"
"B.1.177.14","['(United Kingdom,1)', '(Norway,63)', '(Spain,1)', '(Denmark,77)']"
"B.1.177.15","['(Germany,4)', '(Denmark,2)', '(Italy,3)', '(Switzerland,1)', '(Israel,1)', '(Sweden,13)', '(Spain,1)', '(Hong Kong,4)', '(United Kingdom,1433)', '(Iceland,1)', '(Belgium,4)', '(Portugal,6)', '(Singapore,1)']"
"B.1.177.16","['(Sweden,17)', '(Spain,2)', '(Denmark,2)', '(India,3)', '(Italy,1)', '(United Kingdom,1401)', '(Netherlands,1)', '(Germany,2)']"
"B.1.177.17","['(United Kingdom,1154)', '(Switzerland,2)', '(Greece,2)', '(Lithuania,48)', '(Italy,1)', '(Germany,19)']"
"B.1.177.18","['(United Kingdom,778)', '(India,1)', '(Hong Kong,1)', '(Spain,1)', '(Ireland,23)', '(Greece,2)', '(Italy,1)', '(Singapore,1)', '(USA,10)', '(Luxembourg,2)']"
"B.1.177.19","['(Spain,1)', '(Norway,1)', '(United Kingdom,643)', '(Germany,7)', '(Greece,2)', '(Ireland,2)', '(New Zealand,2)', '(India,1)']"
"B.1.177.2","['(Denmark,1)', '(United Kingdom,199)', '(Belgium,3)', '(Ireland,10)']"
"B.1.177.20","['(United Kingdom,614)', '(Ireland,1)', '(Germany,6)', '(New Zealand,1)']"
"B.1.177.21","['(Greece,1)', '(Cyprus,1)', '(Iceland,16)', '(Finland,1)', '(Canada,1)', '(Estonia,2)', '(Denmark,12381)', '(Italy,2)', '(Germany,73)', '(Croatia,5)', '(United Kingdom,17)', '(Sweden,391)', '(Spain,10)', '(Switzerland,5)', '(Norway,2)']"
"B.1.177.23","['(Germany,1)', '(Austria,2)', '(Canada,1)', '(United Kingdom,1)', '(Spain,1)', '(Italy,6)', '(Switzerland,298)', '(South Korea,1)']"
"B.1.177.24","['(Denmark,731)', '(Sweden,9)', '(Norway,1)', '(United Kingdom,1)', '(Spain,3)', '(Iceland,1)']"
"B.1.177.25","['(Gibraltar,65)', '(United Kingdom,2)']"
"B.1.177.26","['(United Kingdom,140)']"
"B.1.177.27","['(Denmark,100)', '(Spain,1)']"
"B.1.177.28","['(Italy,4)', '(Netherlands,1)', '(Slovenia,9)', '(Switzerland,72)', '(Greece,13)']"
"B.1.177.29","['(Portugal,2)', '(United Kingdom,1)', '(Spain,8)']"
"B.1.177.3","['(Switzerland,1)', '(Italy,1)', '(United Kingdom,117)', '(Morocco,2)']"
"B.1.177.30","['(United Kingdom,382)']"
"B.1.177.31","['(France,1)', '(Sweden,2)', '(Iceland,1)', '(United Kingdom,2)', '(Germany,8)', '(Austria,1)', '(Switzerland,58)', '(Greece,1)', '(Luxembourg,1)', '(Spain,10)', '(Croatia,2)', '(Netherlands,1)', '(Italy,1)']"
"B.1.177.32","['(Brazil,1)', '(Finland,1)', '(Spain,225)', '(Angola,1)', '(Belgium,10)', '(Gibraltar,2)', '(Italy,2)', '(Germany,11)', '(United Kingdom,10)', '(Switzerland,58)', '(Slovakia,2)', '(Australia,2)', '(Denmark,7)', '(Iceland,1)', '(Netherlands,1)', '(Portugal,226)', '(Luxembourg,20)', '(France,17)']"
"B.1.177.33","['(Austria,1)', '(Italy,451)', '(Luxembourg,1)', '(Lithuania,1)', '(Switzerland,18)', '(Iceland,7)', '(Norway,1)', '(France,3)', '(Australia,1)', '(Germany,17)', '(Denmark,1)', '(United Kingdom,62)', '(Spain,5)', '(Sweden,1)']"
"B.1.177.34","['(Germany,5)', '(Netherlands,14)']"
"B.1.177.35","['(Denmark,879)', '(Spain,9)', '(France,13)', '(United Kingdom,4)', '(Poland,1)', '(Iceland,4)', '(Croatia,8)', '(Sweden,500)', '(Greece,1)', '(Finland,9)', '(Netherlands,4)', '(Germany,9)', '(Israel,107)', '(Belgium,1)', '(Switzerland,1)', '(Russia,1)', '(Serbia,1)']"
"B.1.177.36","['(Netherlands,62)']"
"B.1.177.37","['(Reunion,3)', '(Denmark,1)', '(Belgium,33)']"
"B.1.177.38","['(Austria,6)', '(Netherlands,85)', '(United Kingdom,1)', '(Sweden,1)', '(Spain,1)']"
"B.1.177.39","['(United Kingdom,4)', '(Germany,1)', '(Denmark,19)', '(Spain,1)', '(Ireland,37)', '(Australia,2)', '(Lithuania,1)']"
"B.1.177.4","['(United Arab Emirates,1)', '(Mauritius,2)', '(Thailand,1)', '(Portugal,4)', '(Italy,9)', '(Switzerland,1)', '(Sweden,1)', '(Ireland,1)', '(Cyprus,1)', '(Hong Kong,1)', '(Turkey,2)', '(Denmark,9)', '(Iceland,1)', '(India,1)', '(Spain,24)', '(United Kingdom,4412)', '(South Korea,2)', '(France,9)', '(New Zealand,3)', '(Australia,1)', '(Germany,7)']"
"B.1.177.40","['(United Kingdom,1)', '(Belgium,5)', '(Finland,1)', '(Netherlands,160)', '(Spain,6)', '(Sweden,3)', '(Switzerland,1)', '(Luxembourg,1)', '(Germany,4)', '(Denmark,17)']"
"B.1.177.41","['(Iceland,1)', '(Denmark,144)', '(Croatia,1)', '(Norway,7)', '(Lithuania,1)', '(Sweden,191)', '(United Kingdom,3)']"
"B.1.177.42","['(Sweden,4)', '(Denmark,895)', '(Norway,1)', '(Israel,8)']"
"B.1.177.43","['(Denmark,1)', '(Germany,94)', '(Austria,48)', '(Belgium,1)', '(Gibraltar,1)', '(Spain,33)', '(Indonesia,1)', '(Switzerland,397)', '(United Kingdom,7)', '(France,3)', '(Netherlands,2)']"
"B.1.177.44","['(Switzerland,1430)', '(Germany,68)', '(Spain,4)', '(Austria,3)', '(United Kingdom,49)', '(France,10)', '(Sweden,13)', '(Israel,1)', '(Denmark,8)', '(USA,4)', '(Slovenia,4)', '(Ireland,2)', '(New Zealand,5)', '(Poland,1)', '(Luxembourg,31)', '(South Korea,1)', '(Netherlands,43)', '(Portugal,17)', '(Norway,1)', '(Australia,1)', '(Belgium,7)', '(Croatia,1)', '(Iceland,4)', '(Italy,86)']"
"B.1.177.45","['(France,2)', '(Peru,2)', '(Sweden,1)', '(Iceland,2541)']"
"B.1.177.46","['(USA,1)', '(Sweden,263)', '(United Kingdom,1)', '(Denmark,478)', '(Croatia,3)', '(Germany,1)']"
"B.1.177.47","['(Turkey,2)', '(Switzerland,1)', '(United Kingdom,67)']"
"B.1.177.48","['(Australia,1)', '(United Kingdom,312)']"
"B.1.177.49","['(Spain,26)']"
"B.1.177.5","['(United Kingdom,776)', '(Netherlands,1)']"
"B.1.177.50","['(France,10)', '(Netherlands,128)', '(Spain,206)', '(Angola,1)', '(Portugal,4)', '(Lithuania,1)', '(Switzerland,5)', '(Austria,1)', '(Poland,2)', '(Ireland,2)', '(Greece,1)', '(Italy,4)', '(Luxembourg,7)', '(Denmark,10)', '(Belgium,5)', '(United Kingdom,37)', '(Germany,77)', '(Gibraltar,2)', '(USA,3)', '(Latvia,1)']"
"B.1.177.51","['(Spain,9)', '(Denmark,8)', '(Italy,39)', '(Slovenia,1)', '(Portugal,1)', '(Czech Republic,1)', '(Greece,6)', '(Monaco,1)', '(France,6)', '(New Zealand,1)', '(United Kingdom,25)', '(Switzerland,64)', '(Morocco,1)', '(Germany,6)', '(Iceland,1)']"
"B.1.177.52","['(Italy,14)', '(Germany,96)', '(Spain,14)', '(United Kingdom,135)', '(Canada,1)', '(Luxembourg,22)', '(France,12)', '(Finland,1)', '(Belgium,4)', '(Guinea Bissau,1)', '(Brazil,3)', '(Ireland,3)', '(Angola,1)', '(Switzerland,10)', '(Denmark,5)', '(Portugal,180)', '(Netherlands,17)']"
"B.1.177.53","['(Belgium,1)', '(Denmark,11)', '(Finland,2)', '(Portugal,18)', '(France,3)', '(Gibraltar,9)', '(Switzerland,21)', '(Kazakhstan,1)', '(Greece,1)', '(Spain,98)', '(United Kingdom,51)', '(Germany,2)', '(Italy,118)', '(USA,27)', '(Mexico,1)', '(Netherlands,3)', '(Israel,1)']"
"B.1.177.54","['(USA,1)', '(France,3)', '(Netherlands,11)', '(United Kingdom,1329)', '(Portugal,1)', '(Ireland,235)', '(Canada,2)']"
"B.1.177.55","['(Germany,3)', '(Italy,9)', '(Ireland,86)', '(Sweden,2)', '(France,2)', '(Switzerland,3)', '(Latvia,1)', '(United Kingdom,312)']"
"B.1.177.56","['(Ireland,114)', '(Cyprus,2)', '(Denmark,1)', '(Portugal,2)', '(Switzerland,1)', '(New Zealand,1)', '(Sweden,1)', '(Austria,1)', '(United Kingdom,1294)', '(Germany,1)', '(Spain,6)']"
"B.1.177.57","['(Portugal,1)', '(Hong Kong,4)', '(Italy,1)', '(United Kingdom,3361)', '(France,7)', '(Sweden,1)', '(Netherlands,1)', '(Ireland,4)', '(Belgium,1)', '(Spain,1)', '(Germany,2)', '(Australia,3)', '(South Korea,1)', '(Norway,3)', '(Denmark,1)', '(New Zealand,4)', '(Poland,1)', '(Japan,1)']"
"B.1.177.58","['(United Kingdom,671)', '(Switzerland,5)', '(Ireland,52)', '(Denmark,2)']"
"B.1.177.59","['(Belgium,1)', '(Iceland,1)', '(Ireland,51)', '(Malta,2)', '(United Kingdom,5)']"
"B.1.177.6","['(United Kingdom,903)', '(Netherlands,1)', '(Ireland,3)', '(Tunisia,1)', '(Gibraltar,1)', '(Cyprus,1)', '(Portugal,4)']"
"B.1.177.60","['(Spain,13)', '(Norway,79)', '(Germany,57)', '(Reunion,1)', '(USA,3)', '(Italy,1)', '(Sweden,5)', '(Finland,10)', '(Australia,1)', '(United Kingdom,29)', '(France,4)', '(Greece,1)', '(Denmark,467)', '(Netherlands,7)', '(Iceland,17)', '(Estonia,3)', '(Lithuania,2214)', '(Switzerland,7)', '(Ireland,29)', '(Belgium,2)', '(Latvia,102)', '(Poland,1)']"
"B.1.177.61","['(United Kingdom,1)', '(Spain,21)']"
"B.1.177.62","['(Denmark,1)', '(France,3)', '(Bulgaria,1)', '(Finland,1)', '(Netherlands,80)', '(Turkey,1)', '(Belgium,3)', '(Greece,2)', '(Japan,1)', '(Austria,2)', '(Spain,1)', '(Poland,1)', '(Lithuania,15)', '(Bonaire,1)', '(Switzerland,69)', '(Germany,630)', '(Aruba,1)']"
"B.1.177.63","['(Morocco,1)', '(United Kingdom,357)', '(Spain,1)']"
"B.1.177.64","['(Switzerland,1)', '(Ireland,9)', '(Denmark,1)']"
"B.1.177.65","['(Netherlands,1)', '(France,2)', '(United Kingdom,1475)']"
"B.1.177.66","['(Ireland,24)']"
"B.1.177.67","['(United Kingdom,3)', '(Ireland,124)', '(Belgium,1)', '(Australia,1)']"
"B.1.177.68","['(Ireland,64)']"
"B.1.177.69","['(United Kingdom,571)', '(Germany,1)', '(Netherlands,1)', '(Italy,1)', '(Denmark,1)', '(Spain,5)', '(Norway,1)']"
"B.1.177.7","['(Spain,10)', '(Denmark,5)', '(Finland,1)', '(Ghana,1)', '(Netherlands,4)', '(Italy,12)', '(Gibraltar,2)', '(Latvia,2)', '(USA,6)', '(Sweden,4)', '(France,1)', '(Portugal,5)', '(Norway,26)', '(Israel,1)', '(India,3)', '(Australia,1)', '(United Kingdom,5810)', '(Switzerland,10)', '(Iceland,4)', '(Germany,6)', '(Ireland,16)', '(Hong Kong,3)']"
"B.1.177.70","['(Denmark,167)', '(France,1)']"
"B.1.177.71","['(Switzerland,98)', '(France,1)']"
"B.1.177.72","['(Portugal,208)', '(Belgium,1)', '(Italy,2)', '(Canada,1)', '(Luxembourg,14)', '(Netherlands,4)', '(Switzerland,19)', '(France,27)', '(Germany,1)', '(Guadeloupe,1)', '(Spain,10)']"
